milepost,peak_loco_kN,peak_air_kN,total_peak_kN
196.42500000000445,879.2764187779194,890.1404611489826,1769.4168799269019
196.47500000000446,865.8705448072653,896.2151401404024,1762.0856849476677
196.52500000000447,853.0351932719324,908.0469992004703,1761.0821924724028
196.57500000000448,839.0377515901326,922.8232030058234,1761.8609545959562
196.6250000000045,824.3687676428675,934.6550620658913,1759.023829708759
196.6750000000045,810.9285940637428,940.7297410573111,1751.6583351210538
196.7250000000045,799.4389991750342,942.7294827844704,1742.1684819595046
196.77500000000452,788.4651446925494,943.151572445865,1731.6167171384145
196.82500000000454,777.2089827948898,943.208696069741,1720.417678864631
196.87500000000455,767.2396866108801,943.2136529339,1710.4533395447802
196.92500000000456,759.8252230128652,943.2136529339,1703.038875946765
196.97500000000457,753.8970461468189,943.2136529339,1697.1106990807189
197.02500000000458,748.8742458627063,943.2136529339,1692.0878987966062
197.0750000000046,745.0736954120287,943.2136529339,1688.2873483459286
197.1250000000046,740.669393278857,943.2136529339,1683.883046212757
197.17500000000462,732.461750667595,943.2136529339,1675.675403601495
197.22500000000463,718.1417581712985,943.2136529339,1661.3554111051985
197.27500000000464,700.1119368757962,943.2136529339,1643.3255898096963
197.32500000000465,688.7415469806754,943.2136529339,1631.9551999145754
197.37500000000466,691.7926611538344,943.2136529339,1635.0063140877344
197.42500000000467,702.9985939165085,943.2053359719037,1646.2039298884122
197.47500000000468,711.860646533591,943.1094900915974,1654.9701366251884
197.5250000000047,715.5221053911138,942.4012795051635,1657.9233848962772
197.5750000000047,715.2085412916674,939.0459775614278,1654.2545188530953
197.62500000000472,708.793937452927,928.8534702237753,1637.6474076767022
197.67500000000473,689.5538822123123,908.958704720452,1598.5125869327644
197.72500000000474,656.603812167037,883.6767369430888,1540.2805491101258
197.77500000000475,629.2940296454161,860.2078441701394,1489.5018738155554
197.82500000000476,633.9398680502519,832.8763063076776,1466.8161743579294
197.87500000000477,669.3220886003356,777.4181587925559,1446.7402473928914
197.9250000000048,708.5281111784589,674.91014696868,1383.4382581471389
197.9750000000048,733.7855385070989,546.0197862445204,1279.8053247516193
198.0250000000048,746.9346246672101,436.5517903359189,1183.486415003129
198.07500000000482,754.9113351853829,361.9590854500325,1116.8704206354155
