ReportDate,Subdivision,LineCode,TrackNumber,beg_mp,end_mp,length_ft,length_m,grade_to_next,speed,curvature_deg
2022-12-28,HENDERSON,00H,SG,251.09356060606061,251.09375,0.99999999999909051,0.30479999999972279,-0.6,42,-0.1
2022-12-28,HENDERSON,00H,SG,247.59621212121212,247.59640151515151,0.99999999999909051,0.30479999999972279,-0.6,38,-0.2
2022-12-28,HENDERSON,00H,SG,251.61363636363637,251.61382575757577,0.99999999999909051,0.30479999999972279,-0.6,43,0
2022-12-28,HENDERSON,00H,SG,251.58106060606062,251.58143939393941,1.999999999998181,0.60959999999944559,-0.6,43,0
2022-12-28,HENDERSON,00H,SG,249.56590909090909,249.56628787878788,1.999999999998181,0.60959999999944559,-0.6,41,-0.1
2022-12-28,HENDERSON,00H,SG,247.59924242424242,247.59962121212121,1.999999999998181,0.60959999999944559,-0.6,37,-0.1
2022-12-28,HENDERSON,00H,SG,249.59867424242424,249.59905303030303,1.999999999998181,0.60959999999944559,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.6784090909091,250.67878787878789,1.999999999998181,0.60959999999944559,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.66666666666666,250.66704545454544,1.999999999998181,0.60959999999944559,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.67348484848486,250.67386363636365,1.999999999998181,0.60959999999944559,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.78825757575757,250.78863636363636,1.999999999998181,0.60959999999944559,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,250.69034090909091,250.69071969696969,1.999999999998181,0.60959999999944559,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.83712121212122,250.8375,1.999999999998181,0.60959999999944559,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,251.59905303030303,251.59943181818181,1.999999999998181,0.60959999999944559,-0.6,43,0
2022-12-28,HENDERSON,00H,SG,249.5433712121212,249.54375,1.999999999998181,0.60959999999944559,-0.6,42,-0.6
2022-12-28,HENDERSON,00H,SG,249.56231060606061,249.56268939393939,1.999999999998181,0.60959999999944559,-0.6,41,-0.1
2022-12-28,HENDERSON,00H,SG,250.61761363636364,250.61799242424243,1.999999999998181,0.60959999999944559,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.86609848484849,250.86647727272728,1.999999999998181,0.60959999999944559,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,251.66704545454544,251.66742424242423,1.999999999998181,0.60959999999944559,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,247.60814393939393,247.60852272727271,1.999999999998181,0.60959999999944559,-0.6,37,0
2022-12-28,HENDERSON,00H,SG,249.82367424242423,249.82405303030302,1.999999999998181,0.60959999999944559,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,249.5221590909091,249.52253787878789,1.999999999998181,0.60959999999944559,-0.6,42,-1.5
2022-12-28,HENDERSON,00H,SG,250.8407196969697,250.84109848484849,1.999999999998181,0.60959999999944559,-0.6,41,0
